C000001	AA_DNA_MUTATION_SIGNATURE
C002063	MSI_STATUS_5_MARKER_CALL
C002064	MSI_STATUS_7_MARKER_CALL
C002065	MSI_TYPE
C002066	MSKCC_CATEGORY
C002067	MSK_DEPT
C002068	MSK_NOMOGRAM
C002069	MSK_REVIEW_DES
C002070	MSK_THERAPEUTIC_CLINICAL_TRIAL
C002071	MSK_VISITS
C002072	MSS_RL_ALL
C002073	MSS_RL_EARLY_STAGE
C002074	MSS_RL_MCRC
C002075	MSS_SAMPLES
C002076	MTOR_MUTATION_STATUS
C002077	MUCOID_STOOL_WEEKS
C002078	MULTICENTRICITY
C002079	MULTIFOCAL
C002080	MULTIPLE_BREAST_PRIMARIES
C002081	MULTIPLE_BREAST_PRIMARIES
C002082	MULTIPLE_BREAST_PRIMARIES_SEQUENCE
C002083	MULTIPLE_HN_CSCC
C002084	MULTIPLE_TUMORS
C002085	MULTI_ERBB2
C002086	MUM1_STATUS
C002087	MUTATIONAL_SIGNATURES
C002088	MUTATIONAL_SIGNATURES_PVAL
C002089	MUTATIONA_SIGNATURES_PROPORTIONS
C002090	MUTATIONS
C002091	MUTATIONS_PER_MEGABASE
C002092	MUTATION_BURDEN
C002093	MUTATION_COUNT
C002094	MUTATION_FEATURE
C002095	MUTATION_LOAD
C002096	MUTATION_RATE
C002097	MUTATION_RATE_CLUSTER
C002098	MUTATION_STATUS
C002099	MUTATION_TYPE
C002100	MUTIPLE_NODULES
C002101	MUTSIG_RATENON_PERMB
C002102	MUTSIG_RATESIL_PERMB
C002103	MUTSIG_RATETOT_PERMB
C002104	MUT_CANCER_GENE_CENSUS_PROTEIN_CHANGE
C002105	MUT_CLINDX_TX_GENE_PROTEIN_CHANGE
C002106	MUT_DNAREPAIR_GENE_PROTEIN_CHANGE
C002107	MUT_DRIVER_PROTEIN_CHANGE
C002108	MUT_EPIGENETIC_PROTEIN_CHANGE
C002109	MUT_OTHER_PROTEIN_CHANGE
C002110	MUT_RARE_DRIVER_PROTEIN_CHANGE
C002111	MUT_TUMORPORTAL_GENE_PROTEIN_CHANGE
C002112	MVEGF
C002113	MVEGF1
C002114	MVEGF2
C002115	MYB_ABNORMALITY
C002116	MYB_ACTIVATION
C002117	MYB_FISH
C002118	MYB_IHC
C002119	MYB_MYBL1_FUSION
C002120	MYB_MYBL1_FUSION_METHOD
C002121	MYB_MYBL1_REARRANGEMENT
C002122	MYB_NFIB_CNA
C002123	MYB_NFIB_FISH
C002124	MYB_NFIB_NONSYNONYMOUS_COUNT
C002125	MYB_NFIB_REARRANGEMENT
C002126	MYB_NFIB_TRANSCRIPT
C002127	MYB_NFIB_TRANSLOCATION
C002128	MYB_VALIDATION
C002129	MYCN
C002130	MYCN_AMP
C002131	MYCN_FISH
C002132	MYCOPLASMA_TESTED
C002133	MYC_BA
C002134	MYC_REAR
C002135	M_SCORE
C002136	M_STAGE
C002137	NAACCR_ETHNICITY
C002138	NAACCR_RACE
C002139	NADIR_CD4_COUNTS
C002140	NASH
C002141	NCNNCT_OTHMETHONSP
C002142	NECK_DISSECTION_TYPE
C002143	NECK_RECURRENCE
C002144	NECK_RFS_MONTHS
C002145	NECROSIS
C002146	NEOADJUVANT_CHEMO
C002147	NEOADJUVANT_CHEMOTHERAPY_RESPONDER
C002148	NEOADJUVANT_OR_ADJUVANT
C002149	NEOADJUVANT_SYSTEMIC_CHEMO
C002150	NEOADJUVANT_TX
C002151	NEOADJ_CHEMO
C002152	NEOADJ_TX_BEFORE_FIRST_SURGERY
C002153	NEOAGCNT
C002154	NEOANTIGEN_BURDEN
C002155	NEOCRX
C002156	NEORX
C002157	NEPC_SCORE
C002158	NEUROENDOCRINE_CARCINOMA
C002159	NEUROENDOCRINE_FEATURES
C002160	NEUTROPHILS
C002161	NEW_NEOPLASM_EVENT_OCCURRENCE_ANATOMIC_SITE
C002162	NEW_NEOPLASM_EVENT_TYPE
C002163	NEW_NEOPLASM_EVENT_TYPE_1
C002164	NEW_PRIMARY_TESTIS_TUMOR
C002165	NEW_TUMOR
C002166	NEW_TUMOR_EVENT_AFTER_INITIAL_TREATMENT
C002167	NEW_TUMOR_EVENT_DX_INDICATOR
C002168	NEW_TUMOR_EVENT_MELANOMA_COUNT
C002169	NEW_TUMOR_EVENT_OTHER_SITE
C002170	NEW_TUMOR_EVENT_PRIOR_TO_BCR_TUMOR
C002171	NEW_TUMOR_EVENT_SITE
C002172	NEW_TUMOR_EVENT_TYPE
C002173	NF1_GERMLINE
C002174	NF1_MUTATION
C002175	NF1_SOMATIC
C002176	NF2_FISH
C002177	NF2_FUSION
C002178	NF2_STATUS_ARRAY
C002179	NFIB_FISH
C002180	NFIB_FUSION_OTHER
C002181	NGS_TEST
C002182	NI
C002183	NK_CELLS_ACTIVATED
C002184	NK_CELLS_RESTING
C002185	NODAL_DESC
C002186	NODAL_STAGE
C002187	NODAL_STATUS
C002188	NODES
C002189	NODES_DETAILS
C002190	NODES_EX
C002191	NODE_CODED
C002192	NODULE_NUMBER
C002193	NODULE_SIZE
C002194	NONINVASIVE_BLADDER_CA_TX_TYPE
C002195	NONINVASIVE_BLADDER_HISTORY
C002196	NONSENSE_MUTATION
C002197	NONSILENT_DENSITY_AGE_FIT
C002198	NONSILENT_MUTATION_DENSITY
C002199	NONSILENT_PER_MB
C002200	NONSILENT_RATE
C002201	NONSTOP_MUTATION
C002202	NONSYNONYMOUS_MUTATION_BURDEN
C002203	NONSYNONYMOUS_MUTATION_RATE
C002204	NON_SILENT_MUTATION
C002205	NON_SILENT_MUT_TP53_ATRX_CIC_FUBP1
C002206	NON_SILENT_SNV
C002207	NON_STANDARD_ADJUVANT
C002208	NOREPINEPHRINE
C002209	NORMAL
C002210	NORMAL_EPITHELIUM_PERCENTAGE
C002211	NORMAL_EXOME_DEPTH
C002212	NORMAL_GENOME_COVERAGE
C002213	NORMAL_GENOME_LIBRARY
C002214	NORMAL_SITE
C002215	NORMETANEPHRINE
C002216	NOSYSTXT
C002217	NOTE
C002218	NO_CHEMO_PROGRESSIVE
C002219	NO_CHEMO_PROGRESSIVE_PRIOR_BCG
C002220	NPI
C002221	NPM1_NEGATIVE
C002222	NPM1_POSITIVE
C002223	NPM_MUTATION
C002224	NRAS_MUTATION
C002225	NRAS_STATUS
C002226	NSAID_USE
C002227	NTAI
C002228	NTE_AFTER_INITIAL_TREATMENT
C002229	NTE_CENT17_HER2_OTHER_SCALE
C002230	NTE_CENT_17_HER2_RATIO
C002231	NTE_CENT_17_SIGNAL_NUMBER
C002232	NTE_ER_IHC_INTENSITY_SCORE
C002233	NTE_ER_POSITIVITY_DEFINE_METHOD
C002234	NTE_ER_POSITIVITY_OTHER_SCALE
C002235	NTE_ER_STATUS
C002236	NTE_ER_STATUS_IHC__POSITIVE
C002237	NTE_HER2_FISH_DEFINE_METHOD
C002238	NTE_HER2_FISH_STATUS
C002239	NTE_HER2_POSITIVITY_IHC_SCORE
C002240	NTE_HER2_POSITIVITY_METHOD
C002241	NTE_HER2_POSITIVITY_OTHER_SCALE
C002242	NTE_HER2_SIGNAL_NUMBER
C002243	NTE_HER2_STATUS
C002244	NTE_HER2_STATUS_IHC__POSITIVE
C002245	NTE_LESION_PATHOLOGIC_DEPTH
C002246	NTE_LESION_PATHOLOGIC_LENGTH
C002247	NTE_LESION_PATHOLOGIC_WIDTH
C002248	NTE_LESION_RADIOLOGIC_DEPTH
C002249	NTE_LESION_RADIOLOGIC_LENGTH
C002250	NTE_LESION_RADIOLOGIC_WIDTH
C002251	NTE_PR_IHC_INTENSITY_SCORE
C002252	NTE_PR_POSITIVITY_DEFINE_METHOD
C002253	NTE_PR_POSITIVITY_OTHER_SCALE
C002254	NTE_PR_STATUS_BY_IHC
C002255	NTE_PR_STATUS_IHC__POSITIVE
C002256	NUCLEAR_GRADE
C002257	NUCLEAR_GRADE_III_IV
C002258	NUMBER_DOSES_IT_THERAPY
C002259	NUMBER_OF_LINES_OF_TREATMENT_FOR_MET_DISEASE
C002260	NUMBER_OF_LINES_POST_IMPACT
C002261	NUMBER_OF_LYMPHNODES_POSITIVE
C002262	NUMBER_OF_LYMPHNODES_POSITIVE_BY_HE
C002263	NUMBER_OF_LYMPHNODES_POSITIVE_BY_IHC
C002264	NUMBER_OF_ONCOGENIC_MUTATIONS
C002265	NUMBER_OF_PRIMARY_SITES
C002266	NUMBER_OF_RELATIVES_DIAGNOSED
C002267	NUMBER_OF_RELATIVES_WITH_STOMACH_CANCER
C002268	NUMBER_OF_SITES
C002269	NUMBER_OF_TARGET_THERAPIES_RECEIVED
C002270	NUMBER_OF_TUMORS
C002271	NUMBER_OF_VIAL
C002272	NUMBER_PRIOR_THEARPY_REGIMENS
C002273	NUMBER_VIAL
C002274	NUM_EXTRANODAL_SITES
C002275	NUM_GENOME_WIDE_SOMATIC_MUTATIONS
C002276	NUM_MUT_APOBEC
C002277	NUM_MUT_CPGT
C002278	NUM_MUT_DBSNP
C002279	NUM_NONSILENT_MUTATION
C002280	NUM_PRIOR_THERAPIES
C002281	NUM_SAMPLES_CAPTURE_MULTIPLEX
C002282	NUM_SILENT_MUTATION
C002283	NUM_SNV_WITHOUT_SNP
C002284	NUM_SOMATIC_MUTATION
C002285	NUP98_NSD1
C002286	N_POS_N_NEG
C002287	N_SCORE
C002288	N_STAGE
C002289	N_STAGE_REPORTED
C002290	OBSTRUCTION_WEEKS
C002291	OCCUPATION_CURRENT
C002292	OCCUPATION_PRIMARY
C002293	OCCUPATION_PRIMARY_CHEMICAL_EXPOSURE
C002294	OCCUPATION_PRIMARY_INDUSTRY
C002295	OCCUPATION_PRIMARY_OTHER
C002296	OCCUPATION_PRIMARY_YEARS_WORKED
C002297	OCT_EMBEDDED
C002298	OFFICIAL_PATH
C002299	OLAPARIB_DOSAGE
C002300	OLIGOPROGRESSION
C002301	ONCOGENIC_ALTERATIONS
C002302	ONCOKB_LEVELS
C002303	ONCOPANEL_STATUS
C002304	ONCOPANEL_TUMOR_TYPE
C002305	ONCOPRINT
C002306	ONCOSIGN_CLUSTER
C002307	ONCOSIGN_CLUSTER_2
C002308	ONCOTREE_CODE
C002309	ONCOTREE_PRIMARY_NODE
C002310	ONCOTREE_SECONDARY_NODE
C002311	ONCOTYPE_OR_MAMAPRINT
C002312	ONGOING_TREATMENT
C002313	ORAL_CONTRACEPTION
C002314	ORAL_CONTRACEPTION_YEARS
C002315	ORIGINAL_SUBTYPE
C002316	OR_PERCENT
C002317	OR_TIME
C002318	OS_DAYS
C002319	OS_EVENT
C002320	OS_MONTHS
C002321	OS_MONTHS_ADDITIONAL
C002322	OS_MONTHS_ADVANCED_DISEASE
C002323	OS_MONTHS_DATE_DX
C002324	OS_MONTHS_DMT
C002325	OS_MONTHS_METS
C002326	OS_MONTHS_PRIMARY
C002327	OS_MONTHS_RECURRENCE
C002328	OS_MONTHS_SEQUENCED
C002329	OS_MONTHS_STAGE_IV
C002330	OS_STATUS
C002331	OS_STATUS_DMT
C002332	OTHER_CANCER_TYPE
C002333	OTHER_CHEMO
C002334	OTHER_DISEASES
C002335	OTHER_DNP
C002336	OTHER_HEPATO_CARCINOMA_RISK_FACTORS
C002337	OTHER_HYSTERECTOMY_TYPE
C002338	OTHER_IMMUNOSUPPRESSIVE_DISEASE
C002339	OTHER_INVOLVED_MARGINS
C002340	OTHER_METHOD_OF_SAMPLE_PROCUREMENT
C002341	OTHER_MLL
C002342	OTHER_PATIENT_ID
C002343	OTHER_POS_NODE_LOCATION
C002344	OTHER_SAMPLE_ID
C002345	OTHER_SITES_OF_METS
C002346	OTHER_SITE_OF_RELAPSE
C002347	OTHER_SKIN_TUMORS
C002348	OTHER_SPECIFY_SECTION
C002349	OTHER_SYMPTOM_DETAILS
C002350	OTHER_SYMPTOM_DURATION
C002351	OTHER_TREATMENT_RESPONSE
C002352	OUTSIDE_INSTITUTE
C002353	OUTSIDE_SURGICAL_PROCEDURES
C002354	OVERALL_METASTATIC_BURDEN
C002355	OVERALL_PATIENT_HISTOLOGY
C002356	OVERALL_RESPONSE
C002357	OVERALL_STAGE
C002358	P4EBP1_STATUS
C002359	P53
C002360	P53_GENE_ANALYSIS
C002361	P53_GERMLINE
C002362	P53_MUTATION
C002363	PAM50_SUBTYPE
C002364	PAN_GLIOMA_DNA_METHYLATION_CLUSTER
C002365	PAN_GLIOMA_RNA_EXPRESSION_CLUSTER
C002366	PAPILLARY_FLAT
C002367	PARADIGM_CLUSTER
C002368	PARADIGM_CLUSTER_K4
C002369	PARANEOPLASTIC_SYNDROME
C002370	PARITY
C002371	PAROTID_LN
C002372	PARTA_CONSENTED_12_245
C002373	PARTC_CONSENTED_12_245
C002374	PASSAGE_NUMBER
C002375	PATHFINDNUMNODESREMD
C002376	PATHFINDPOSNODES
C002377	PATHLOCATION
C002378	PATHMARGIN
C002379	PATHOLOGICAL_DIAGNOSIS
C002380	PATHOLOGIC_DISTANT_SPREAD
C002381	PATHOLOGIC_PRIMARY_TUMOR_STAGE
C002382	PATHOLOGIC_RESPONSE
C002383	PATHOLOGIC_SPREAD_INCIDENTAL_PROSTATE_CANCER
C002384	PATHOLOGIC_VASCULAR_INVASION
C002385	PATHOLOGY_CLASSIFICATION
C002386	PATHOLOGY_COMMENT
C002387	PATHOLOGY_LAUREN
C002388	PATHOLOGY_REPORT_FILE_NAME
C002389	PATHOLOGY_REPORT_UUID
C002390	PATHPERINEURALINV
C002391	PATHSTAGEDISEASE
C002392	PATHSTAGEGROUP
C002393	PATHSTAGEM
C002394	PATHSTAGEN
C002395	PATHSTAGET
C002396	PATHTUMORMAXDIM
C002397	PATHVASCULARINV
C002398	PATH_CANCER_MAX_DIM_CM
C002399	PATH_CAPSULE_INV
C002400	PATH_CODE
C002401	PATH_EXTRAHEPATIC_TISSUE_TYPE
C002402	PATH_GLEASON_SCORE
C002403	PATH_GLEASON_SCORE_1
C002404	PATH_GLEASON_SCORE_2
C002405	PATH_GRADE
C002406	PATH_INVASION_DEPTH
C002407	PATH_INV_HST
C002408	PATH_LVI_LV
C002409	PATH_LVI_SV
C002410	PATH_MARGIN
C002411	PATH_MASS_FORMING
C002412	PATH_MULTIFOCAL
C002413	PATH_M_STAGE
C002414	PATH_N_STAGE
C002415	PATH_N_STATUS
C002416	PATH_PERIDUCTAL_INFIL
C002417	PATH_RELAPSE
C002418	PATH_REPORT_UUID
C002419	PATH_SATELLITE_NODULES
C002420	PATH_SOLITARY_MASS
C002421	PATH_STEATOSIS
C002422	PATH_T_STAGE
C002423	PATH_WHO_TYPE
C002424	PATH_WHO_TYPE_2
C002425	PATIENTS_WITH_MULTIPLE_SAMPLES
C002426	PATIENT_DEATH_REASON
C002427	PATIENT_DISPLAY_NAME
C002428	PATIENT_GRADE
C002429	PATIENT_HARVEST_YEAR
C002430	PATIENT_ID
C002431	PATIENT_ID_LEGACY
C002432	PATIENT_NOTE
C002433	PATIENT_NOTES
C002434	PATIENT_STUDY_ID
C002435	PATIENT_TO_UNDERGO_SURGERY
C002436	PAX8
C002437	PAX_FUSION
C002438	PBRM1_LOSS
C002439	PB_BLAST_PERCENTAGE
C002440	PCLTPS
C002441	PCR_PRIMER_PAIRS
C002442	PCR_PRIMER_PAIRS_OTHER
C002443	PC_RPLND
C002444	PC_RPLND_STATUS
C002445	PDL1_EXPRESSION
C002446	PDL1_POS_OUTOFTUMORCELLS
C002447	PDL1_POS_OUTOF_CD45POS
C002448	PDL1_SCORE
C002449	PDTC_DEFINITION
C002450	PDX_GENERATION_NUMBER
C002451	PDX_MEDIAN_SURVIVAL
C002452	PDX_PARENT
C002453	PDX_SURVIVAL_RANGE
C002454	PDX_TREATMENT
C002455	PEDIATRIC_SAMPLE
C002456	PEDS_CANCER_TYPE_DETAILED
C002457	PED_AGE
C002458	PED_DISEASE_CATEGORY
C002459	PED_DRIVER_MUTATION
C002460	PED_IND
C002461	PED_NCCN_LEVEL
C002462	PED_PRIMARY_SITE
C002463	PED_SEX
C002464	PED_SPECIMEN_TYPE
C002465	PED_STAGE
C002466	PEG10_MUTATION
C002467	PELLET_STOOL_WEEKS
C002468	PELVIC_EXTENSION_COMMENT
C002469	PERCENTAGE_NECROSIS
C002470	PERCENTAGE_OF_TARGET_EXONS_IN_TUMORS_COVERED
C002471	PERCENTAGE_TUMOR_PURITY
C002472	PERCENT_ANEUPLOIDY
C002473	PERCENT_CHANGE
C002474	PERCENT_GLEASON_PATTERN_4_OR_5
C002475	PERCENT_LYMPHOCYTE_INFILTRATION
C002476	PERCENT_TUMOR_CELLS
C002477	PERCENT_TUMOR_CELLS_RELAPSE
C002478	PERCENT_TUMOR_NUCLEI
C002479	PERCENT_TUMOR_VS_STROMA
C002480	PERFORMANCE_STATUS
C002481	PERFORMANCE_STATUS_DAYS_TO
C002482	PERFORMANCE_STATUS_OTHER_TIMING
C002483	PERFORMANCE_STATUS_SCALE_TIMING
C002484	PERFORMANCE_STATUS_TIMING
C002485	PERINEURAL_INVASION
C002486	PERIPHERAL_BLASTS_PERCENTAGE
C002487	PERITONEAL_WASHING
C002488	PERI_OP_CHEMO
C002489	PERSISTANT_DISEASE_TUMOR_STUDIED
C002490	PERSONAL_HISTORY
C002491	PERSON_NEOPLASM_CANCER_STATUS
C002492	PET_CT_STANDARDIZED_VALUES
C002493	PET_SCAN
C002494	PET_TBR
C002495	PFS_DAYS
C002496	PFS_EVENT
C002497	PFS_INTERVAL_GROUP
C002498	PFS_MONTHS
C002499	PFS_STATUS
C002500	PFS_YEARS
C002501	PF_MONTHS
C002502	PF_STATUS
C002503	PHARMACEUTICAL_TX_ADJUVANT
C002504	PHARM_REGIMEN
C002505	PHARM_REGIMEN_OTHER
C002506	PHARM_TX_MITOTANE_ADJUVANT
C002507	PHARM_TX_MITOTANE_FOR_MACRO_DISEASE
C002508	PHARM_TX_MITOTANE_INDICATOR
C002509	PHARM_TX_MITOTANE_THERAPUTIC_AT_PROG
C002510	PHARM_TX_MITOTANE_THERAPUTIC_AT_REC
C002511	PHARM_TX_MITOTANE_THERAPUTIC_LEVELS
C002512	PHARM_TX_MITOTANE_THERAPUTIC_MACRO
C002513	PHENOTYPE
C002514	PHYSICIAN
C002515	PI3K_MTOR_STATUS
C002516	PI3K_MUTATION
C002517	PIK3CA_MUTATION
C002518	PIK3CA_PROTEIN_CODING
C002519	PIK3R1_MUTATION_STATUS
C002520	PIK3R2_MUTATION_STATUS
C002521	PIPELINE_VER
C002522	PIPELINE_VERSION
C002523	PI_REVIEWED
C002524	PLASMA_CELLS
C002525	PLASMA_SERIES_VALUE
C002526	PLATELET_COUNT
C002527	PLATELET_COUNT_PRERESECTION
C002528	PLATELET_NORMAL_RANGE_LOWER
C002529	PLATELET_NORMAL_RANGE_UPPER
C002530	PLATELET_NORM_RANGE_LOWER
C002531	PLATELET_NORM_RANGE_UPPER
C002532	PLATFORM
C002533	PLATINUM_BEST_RESPONSE
C002534	PLATINUM_DOUBLET
C002535	PLATINUM_GERMLINE_TESTED
C002536	PLATINUM_HRD_MUTATION
C002537	PLATINUM_LST_SCORE
C002538	PLATINUM_OS_MONTHS
C002539	PLATINUM_OS_STATUS
C002540	PLATINUM_PFS_MONTHS
C002541	PLATINUM_PFS_STATUS
C002542	PLATINUM_STATUS
C002543	PLEOMORPHISM_SCORE
C002544	PLEURAL_INVASION
C002545	PLEURA_STATUS
C002546	PLEURODESIS_PERFORMED_90_DAYS
C002547	PLEURODESIS_PERFORMED_PRIOR
C002548	PLOCATION
C002549	PLOIDY
C002550	PLOIDY_PREDICTION_SCORE
C002551	PLT_COUNT
C002552	PM
C002553	PMS2_STATUS
C002554	PN
C002555	PNI
C002556	POD_AT_BLOOD_DRAW
C002557	POLE_MUTATION_STATUS
C002558	POOL
C002559	PORTAL_VEIN_INVASION
C002560	POSSIBLE_DNA_CONTANMINATION
C002561	POSSIBLE_HPYLORI_INFECTION
C002562	POSTOPERATIVE_RX_TX
C002563	POSTOPERATIVE_TX
C002564	POSTTREATMENT_STAGE
C002565	POST_OP_RADIATION
C002566	POST_ORCHI_AFP
C002567	POST_ORCHI_HCG
C002568	POST_ORCHI_LDH
C002569	POST_ORCHI_LH
C002570	POST_ORCHI_LYMPH_NODE_DISSECTION
C002571	POST_ORCHI_TESTOSTERONE
C002572	POST_SCT_RELAPSE
C002573	POST_SURGERY_PREVENTATIVE_THERAPY
C002574	POST_TX_OVERALL_STAGE
C002575	POST_TX_TNM_STAGE
C002576	POS_LYMPH_NODE_LOCATION
C002577	PPP2R1A_MUTATION
C002578	PRD_DIAGNOSIS_LOC
C002579	PRD_EVER_LOCATION
C002580	PRD_LOCATION_AT_ENROLLMENT
C002581	PRD_OTHER_CANCER
C002582	PRD_OTHER_CANCER_LIST
C002583	PRD_OTHER_CANCER_RADIATION
C002584	PRD_RADIATION
C002585	PRD_RADIATION_SURGERY
C002586	PRD_SURGERY
C002587	PRD_SURGERY_CLEAN_MARGINS
C002588	PRD_TREATED_AT_ENROLLMENT
C002589	PREGNANCIES_COUNT_ECTOPIC
C002590	PREGNANCIES_COUNT_INDUCED_ABORTION
C002591	PREGNANCIES_COUNT_LIVE_BIRTH
C002592	PREGNANCIES_COUNT_MISCARRIAGE
C002593	PREGNANCIES_COUNT_STILLBIRTH
C002594	PREGNANCIES_COUNT_TOTAL
C002595	PREGNANCIES_FULL_TERM_COUNT
C002596	PREGNANT_AT_DIAGNOSIS
C002597	PRENEOPLASTIC_CHANGE
C002598	PREOPERATIVE_ANTISEIZURE_MED
C002599	PREOPERATIVE_CORTICOSTEROIDS
C002600	PREOPERATIVE_PSA
C002601	PREOPERATIVE_TREATMENT
C002602	PREOP_CT
C002603	PREOP_PRETREAT_CEA_LEVEL
C002604	PREOP_RT_BEFORE_FIRST_SURGERY
C002605	PRERESECTION_CREATININE_LEVEL
C002606	PRERESECTION_SERUM_ALBUMIN
C002607	PRESENTATION
C002608	PRES_STG_YEAR
C002609	PRETREATED_TISSUE
C002610	PRETREATMENT_HISTORY
C002611	PRETREATMENT_IMAGING
C002612	PRETREATMENT_STAGE
C002613	PREVIOUS_MAPKI
C002614	PREVIOUS_MDS_MPN_AML_REGIMEN
C002615	PREVIOUS_TREATMENT
C002616	PRE_EXISTING_POLYP
C002617	PRE_ORCHI_AFP
C002618	PRE_ORCHI_HCG
C002619	PRE_ORCHI_LDH
C002620	PRE_ORCHI_LH
C002621	PRE_ORCHI_TESTOSTERONE
C002622	PRE_OR_POST_TX
C002623	PRE_POST_CHEMO
C002624	PRE_POST_TX
C002625	PRE_RC_SYSTEMICCHEMO
C002626	PRIMARY_AT_DX_COUNT
C002627	PRIMARY_CYTOGENETIC_CODE
C002628	PRIMARY_DEPTH
C002629	PRIMARY_DIAGNOSIS
C002630	PRIMARY_EXOME
C002631	PRIMARY_HISTOLOGY
C002632	PRIMARY_LYMPH_NODE_PRESENTATION_ASSESSMENT
C002633	PRIMARY_MELANOMA_KNOWN_DX
C002634	PRIMARY_MELANOMA_MITOTIC_RATE
C002635	PRIMARY_MELANOMA_SKIN_TYPE
C002636	PRIMARY_MELANOMA_TUMOR_ULCERATION
C002637	PRIMARY_METS_HER2_DISCONCORDANT
C002638	PRIMARY_METS_HR_DISCONCORDANT
C002639	PRIMARY_MITOSES
C002640	PRIMARY_MITOTIC_RATE_50_HPF
C002641	PRIMARY_MULTIPLE_AT_DX
C002642	PRIMARY_PHARMA_THERAPY
C002643	PRIMARY_RACE
C002644	PRIMARY_RADIATION_THERAPY
C002645	PRIMARY_RESECTION
C002646	PRIMARY_RPLND
C002647	PRIMARY_SITE
C002648	PRIMARY_SITE_NOTES
C002649	PRIMARY_SITE_OTHER
C002650	PRIMARY_SITE_PROGRESSION
C002651	PRIMARY_SURGICAL_THERAPY
C002652	PRIMARY_THERAPY_OUTCOME_SUCCESS
C002653	PRIMARY_THYROID_NEOPLASM_SITE
C002654	PRIMARY_TISSUE
C002655	PRIMARY_TUMOR_GRADE
C002656	PRIMARY_TUMOR_LOCALIZATION_TYPE
C002657	PRIMARY_TUMOR_LOCATION
C002658	PRIMARY_TUMOR_LOCATION_LEFT
C002659	PRIMARY_TUMOR_LOCATION_RECTUM
C002660	PRIMARY_TUMOR_PATHOLOGIC_SPREAD
C002661	PRIMARY_TUMOR_SIZE
C002662	PRIMARY_TX_MODALITY
C002663	PRIMARY_VS_SECONDARY
C002664	PRIM_SEQ
C002665	PRINCIPAL_SAMPLE
C002666	PRIORCHEMOFOROTHERCANCER
C002667	PRIORRADIATIONFOROTHERCANCER
C002668	PRIOR_AI
C002669	PRIOR_AIDS_CONDITIONS
C002670	PRIOR_ANTIRETROVIRAL_THERAPY
C002671	PRIOR_ANTI_EGFR
C002672	PRIOR_ANTI_VEGF
C002673	PRIOR_BCG
C002674	PRIOR_CANCER
C002675	PRIOR_CHEMO
C002676	PRIOR_DIAGNOSIS
C002677	PRIOR_DX
C002678	PRIOR_DXYN
C002679	PRIOR_FLUOROPYRIMIDINE
C002680	PRIOR_FULVESTRANT
C002681	PRIOR_GLIOMA
C002682	PRIOR_HAI
C002683	PRIOR_HERCEPTIN
C002684	PRIOR_INTRAVESICAL_CHEMO
C002685	PRIOR_INTRAVESICAL_CHEMOTHERAPY
C002686	PRIOR_IP
C002687	PRIOR_IRINOTECAN
C002688	PRIOR_LAPATINIB
C002689	PRIOR_LOCAL_THERAPY
C002690	PRIOR_MDS_AML_TREATMENT
C002691	PRIOR_MGUS
C002692	PRIOR_OS_MONTHS
C002693	PRIOR_OXALIPLATIN
C002694	PRIOR_PERI_OPERATIVE_CHEMO
C002695	PRIOR_PERTUZUMAB
C002696	PRIOR_RADIATION_THERAPY
C002697	PRIOR_RT
C002698	PRIOR_RT_OF_SEQUENCED_SITE
C002699	PRIOR_SURGERY_YEAR
C002700	PRIOR_SURGICAL_RESECTION
C002701	PRIOR_SYSTEMIC_CHEMO
C002702	PRIOR_TAMOXIFEN
C002703	PRIOR_TDM1
C002704	PRIOR_THYROID_CANCER
C002705	PRIOR_TREATMENT
C002706	PRIOR_TREATMENT_OF_CYTOTOXIC_CHEMOTHERAPY
C002707	PRIOR_TUMOR
C002708	PRIOR_TX_TO_IMPACT_SAMPLE
C002709	PRIOR_VITAL_STATUS
C002710	PROCEDURE_COMPLETE_RESECTION
C002711	PROCEDURE_DATE
C002712	PROCEDURE_LOCATION
C002713	PROCEDURE_LOCATION_SPECIFY
C002714	PROCEDURE_YEAR
C002715	PROCINTENT
C002716	PROCSUBSITE
C002717	PROGRESSION_DETERMINED_BY
C002718	PROGRESSION_OF_DISEASE
C002719	PROJECT_CODE
C002720	PROSPECTIVE_COLLECTION
C002721	PROTEIN_CODING_RHOA
C002722	PROTEIN_EXPRESSION_CLUSTER
C002723	PROTHROMBIN_TIME_INR_AT_PROCUREMENT
C002724	PROTHROMBIN_TIME_NORMAL_RANGE_UPPER
C002725	PROTHROMBIN_TIME_NORM_RANGE_UPPER
C002726	PROTHROM_TIME_INR_NORMAL_RANGE_LOWER
C002727	PROTHROM_TIME_INR_NORM_RANGE_LOWER
C002728	PROTOCOL
C002729	PROTOCOL_NUM
C002730	PRRT_THERAPY
C002731	PR_EXPR
C002732	PR_POSITIVITY_DEFINE_METHOD
C002733	PR_POSITIVITY_IHC_INTENSITY_SCORE
C002734	PR_POSITIVITY_SCALE_OTHER
C002735	PR_POSITIVITY_SCALE_USED
C002736	PR_STATUS
C002737	PR_STATUS_BY_IHC
C002738	PR_STATUS_IHC_PERCENT_POSITIVE
C002739	PR_STATUS_METASTASIS
C002740	PR_STATUS_PRIMARY
C002741	PSA
C002742	PSAT_IMPACT_ORDER
C002743	PSA_MOST_RECENT_RESULTS
C002744	PSEUDO_ADJ_IMATINIB
C002745	PTCH1_MUTATION
C002746	PTEN_CNA
C002747	PTEN_DELETION
